system:index,grid_id,mean,.geo
00000000000000000178,GRID_0376,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.416214197615293],[78.31506695868798,17.425226083356034],[78.30561361154606,17.425226063875698],[78.30561361154606,17.41621423272869],[78.31506695868798,17.416214197615293]]]}"
00000000000000000179,GRID_0377,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.425226083356034],[78.31506695868798,17.434233409440726],[78.30561361154606,17.434233424340473],[78.30561361154606,17.425226063875698],[78.31506695868798,17.425226083356034]]]}"
0000000000000000017a,GRID_0378,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.434233409440726],[78.31506695868798,17.44324523595943],[78.30561361154606,17.4432452851553],[78.30561361154606,17.434233424340473],[78.31506695868798,17.434233409440726]]]}"
0000000000000000017b,GRID_0379,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.44324523595943],[78.31506695868798,17.45225267874927],[78.30561361154606,17.45225267354906],[78.30561361154606,17.4432452851553],[78.31506695868798,17.44324523595943]]]}"
0000000000000000017c,GRID_0380,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.45225267874927],[78.31506695868798,17.4612600010732],[78.30561361154606,17.46126003034586],[78.30561361154606,17.45225267354906],[78.31506695868798,17.45225267874927]]]}"
0000000000000000017d,GRID_0381,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.4612600010732],[78.31506695868798,17.470271911036292],[78.30561361154606,17.47027188585207],[78.30561361154606,17.46126003034586],[78.31506695868798,17.4612600010732]]]}"
0000000000000000017e,GRID_0382,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.470271911036292],[78.31506695868798,17.47927925698051],[78.30561361154606,17.479279266329147],[78.30561361154606,17.47027188585207],[78.31506695868798,17.470271911036292]]]}"
0000000000000000017f,GRID_0383,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.47927925698051],[78.31506695868798,17.488286658018936],[78.30561361154606,17.488286613081005],[78.30561361154606,17.479279266329147],[78.31506695868798,17.47927925698051]]]}"
00000000000000000180,GRID_0384,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.488286658018936],[78.31506695868798,17.49729846735883],[78.30561361154606,17.497298456899298],[78.30561361154606,17.488286613081005],[78.31506695868798,17.488286658018936]]]}"
00000000000000000181,GRID_0385,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.49729846735883],[78.31506695868798,17.506305887776698],[78.30561361154606,17.50630591194036],[78.30561361154606,17.497298456899298],[78.31506695868798,17.49729846735883]]]}"
00000000000000000182,GRID_0386,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.506305887776698],[78.31506695868798,17.515313272315506],[78.30561361154606,17.515313242275734],[78.30561361154606,17.50630591194036],[78.31506695868798,17.506305887776698]]]}"
00000000000000000183,GRID_0387,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.515313272315506],[78.31506695868798,17.52432515236576],[78.30561361154606,17.52432506803223],[78.30561361154606,17.515313242275734],[78.31506695868798,17.515313272315506]]]}"
00000000000000000184,GRID_0388,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.52432515236576],[78.31506695868798,17.53333246317356],[78.30561361154606,17.5333325024205],[78.30561361154606,17.52432506803223],[78.31506695868798,17.52432515236576]]]}"
00000000000000000185,GRID_0389,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.53333246317356],[78.31506695868798,17.542344357261367],[78.30561361154606,17.542344342271292],[78.30561361154606,17.5333325024205],[78.31506695868798,17.53333246317356]]]}"
00000000000000000186,GRID_0390,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.542344357261367],[78.31506695868798,17.551351680370942],[78.30561361154606,17.55135170015871],[78.30561361154606,17.542344342271292],[78.31506695868798,17.542344357261367]]]}"
00000000000000000187,GRID_0391,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.551351680370942],[78.31506695868798,17.560359141807606],[78.30561361154606,17.560359107526295],[78.30561361154606,17.55135170015871],[78.31506695868798,17.551351680370942]]]}"
00000000000000000188,GRID_0392,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.560359141807606],[78.31506695868798,17.569370918255878],[78.30561361154606,17.569370918697842],[78.30561361154606,17.560359107526295],[78.31506695868798,17.560359141807606]]]}"
00000000000000000189,GRID_0393,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.569370918255878],[78.31506695868798,17.578378298883212],[78.30561361154606,17.57837833419311],[78.30561361154606,17.569370918697842],[78.31506695868798,17.569370918255878]]]}"
0000000000000000018a,GRID_0394,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.578378298883212],[78.31506695868798,17.587385726850556],[78.30561361154606,17.587385708174406],[78.30561361154606,17.57837833419311],[78.31506695868798,17.578378298883212]]]}"
0000000000000000018b,GRID_0395,,"{""type"":""Polygon"",""coordinates"":[[[78.31506695868798,17.587385726850556],[78.31506695868798,17.596397557049023],[78.30561361154606,17.59639757318619],[78.30561361154606,17.587385708174406],[78.31506695868798,17.587385726850556]]]}"
0000000000000000018c,GRID_0396,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.200001336132345],[78.32451579798129,17.209008707005204],[78.31506695868798,17.209008699060913],[78.31506695868798,17.200001294278707],[78.32451579798129,17.200001336132345]]]}"
0000000000000000018d,GRID_0397,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.209008707005204],[78.32451579798129,17.218016065423804],[78.31506695868798,17.218016091421944],[78.31506695868798,17.209008699060913],[78.32451579798129,17.209008707005204]]]}"
0000000000000000018e,GRID_0398,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.218016065423804],[78.32451579798129,17.22702793742104],[78.31506695868798,17.227027908520483],[78.31506695868798,17.218016091421944],[78.32451579798129,17.218016065423804]]]}"
0000000000000000018f,GRID_0399,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.22702793742104],[78.32451579798129,17.236035268960823],[78.31506695868798,17.23603527406545],[78.31506695868798,17.227027908520483],[78.32451579798129,17.22702793742104]]]}"
00000000000000000190,GRID_0400,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.236035268960823],[78.32451579798129,17.245047112993692],[78.31506695868798,17.24504715201982],[78.31506695868798,17.23603527406545],[78.32451579798129,17.236035268960823]]]}"
00000000000000000191,GRID_0401,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.245047112993692],[78.32451579798129,17.254054503568245],[78.31506695868798,17.25405457666333],[78.31506695868798,17.24504715201982],[78.32451579798129,17.245047112993692]]]}"
00000000000000000192,GRID_0402,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.254054503568245],[78.32451579798129,17.263061878125985],[78.31506695868798,17.26306189655218],[78.31506695868798,17.25405457666333],[78.32451579798129,17.254054503568245]]]}"
00000000000000000193,GRID_0403,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.263061878125985],[78.32451579798129,17.272073763553372],[78.31506695868798,17.2720737272203],[78.31506695868798,17.26306189655218],[78.32451579798129,17.263061878125985]]]}"
00000000000000000194,GRID_0404,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.272073763553372],[78.32451579798129,17.281081104106764],[78.31506695868798,17.28108119071249],[78.31506695868798,17.2720737272203],[78.32451579798129,17.272073763553372]]]}"
00000000000000000195,GRID_0405,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.281081104106764],[78.32451579798129,17.290088515286026],[78.31506695868798,17.290088547306212],[78.31506695868798,17.28108119071249],[78.32451579798129,17.281081104106764]]]}"
00000000000000000196,GRID_0406,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.290088515286026],[78.32451579798129,17.29910034692269],[78.31506695868798,17.299100413053406],[78.31506695868798,17.290088547306212],[78.32451579798129,17.290088515286026]]]}"
00000000000000000197,GRID_0407,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.29910034692269],[78.32451579798129,17.308107719826456],[78.31506695868798,17.308107731427604],[78.31506695868798,17.299100413053406],[78.32451579798129,17.29910034692269]]]}"
00000000000000000198,GRID_0408,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.308107719826456],[78.32451579798129,17.317115161232984],[78.31506695868798,17.317115118328612],[78.31506695868798,17.308107731427604],[78.32451579798129,17.308107719826456]]]}"
00000000000000000199,GRID_0409,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.317115161232984],[78.32451579798129,17.326127021458834],[78.31506695868798,17.32612701275492],[78.31506695868798,17.317115118328612],[78.32451579798129,17.317115161232984]]]}"
0000000000000000019a,GRID_0410,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.326127021458834],[78.32451579798129,17.335134331523903],[78.31506695868798,17.335134357170045],[78.31506695868798,17.32612701275492],[78.32451579798129,17.326127021458834]]]}"
0000000000000000019b,GRID_0411,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.335134331523903],[78.32451579798129,17.34414623690972],[78.31506695868798,17.344146208019254],[78.31506695868798,17.335134357170045],[78.32451579798129,17.335134331523903]]]}"
0000000000000000019c,GRID_0412,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.34414623690972],[78.32451579798129,17.35315359038017],[78.31506695868798,17.353153595899972],[78.31506695868798,17.344146208019254],[78.32451579798129,17.34414623690972]]]}"
0000000000000000019d,GRID_0413,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.35315359038017],[78.32451579798129,17.362161008811928],[78.31506695868798,17.362160959965447],[78.31506695868798,17.353153595899972],[78.32451579798129,17.35315359038017]]]}"
0000000000000000019e,GRID_0414,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.362161008811928],[78.32451579798129,17.371172843323343],[78.31506695868798,17.371172828832954],[78.31506695868798,17.362160959965447],[78.32451579798129,17.362161008811928]]]}"
0000000000000000019f,GRID_0415,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.371172843323343],[78.32451579798129,17.380180212097073],[78.31506695868798,17.380180232109975],[78.31506695868798,17.371172828832954],[78.32451579798129,17.371172843323343]]]}"
000000000000000001a0,GRID_0416,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.380180212097073],[78.32451579798129,17.38918755489169],[78.31506695868798,17.389187609440715],[78.31506695868798,17.380180232109975],[78.32451579798129,17.380180212097073]]]}"
000000000000000001a1,GRID_0417,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.38918755489169],[78.32451579798129,17.39819940093773],[78.31506695868798,17.398199401118955],[78.31506695868798,17.389187609440715],[78.32451579798129,17.38918755489169]]]}"
000000000000000001a2,GRID_0418,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.39819940093773],[78.32451579798129,17.407206778627952],[78.31506695868798,17.407206813405402],[78.31506695868798,17.398199401118955],[78.32451579798129,17.39819940093773]]]}"
000000000000000001a3,GRID_0419,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.407206778627952],[78.32451579798129,17.416214217037698],[78.31506695868798,17.416214197615293],[78.31506695868798,17.407206813405402],[78.32451579798129,17.407206778627952]]]}"
000000000000000001a4,GRID_0420,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.416214217037698],[78.32451579798129,17.42522606823647],[78.31506695868798,17.425226083356034],[78.31506695868798,17.416214197615293],[78.32451579798129,17.416214217037698]]]}"
000000000000000001a5,GRID_0421,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.42522606823647],[78.32451579798129,17.434233448465108],[78.31506695868798,17.434233409440726],[78.31506695868798,17.425226083356034],[78.32451579798129,17.42522606823647]]]}"
000000000000000001a6,GRID_0422,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.434233448465108],[78.32451579798129,17.443245240379508],[78.31506695868798,17.44324523595943],[78.31506695868798,17.434233409440726],[78.32451579798129,17.434233448465108]]]}"
000000000000000001a7,GRID_0423,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.443245240379508],[78.32451579798129,17.45225264842029],[78.31506695868798,17.45225267874927],[78.31506695868798,17.44324523595943],[78.32451579798129,17.443245240379508]]]}"
000000000000000001a8,GRID_0424,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.45225264842029],[78.32451579798129,17.46126002480503],[78.31506695868798,17.4612600010732],[78.31506695868798,17.45225267874927],[78.32451579798129,17.45225264842029]]]}"
000000000000000001a9,GRID_0425,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.46126002480503],[78.32451579798129,17.470271900073374],[78.31506695868798,17.470271911036292],[78.31506695868798,17.4612600010732],[78.32451579798129,17.46126002480503]]]}"
000000000000000001aa,GRID_0426,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.470271900073374],[78.32451579798129,17.479279300024814],[78.31506695868798,17.47927925698051],[78.31506695868798,17.470271911036292],[78.32451579798129,17.470271900073374]]]}"
000000000000000001ab,GRID_0427,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.479279300024814],[78.32451579798129,17.488286666191982],[78.31506695868798,17.488286658018936],[78.31506695868798,17.47927925698051],[78.32451579798129,17.479279300024814]]]}"
000000000000000001ac,GRID_0428,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.488286666191982],[78.32451579798129,17.49729852959979],[78.31506695868798,17.49729846735883],[78.31506695868798,17.488286658018936],[78.32451579798129,17.488286666191982]]]}"
000000000000000001ad,GRID_0429,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.49729852959979],[78.32451579798129,17.506305915086507],[78.31506695868798,17.506305887776698],[78.31506695868798,17.49729846735883],[78.32451579798129,17.49729852959979]]]}"
000000000000000001ae,GRID_0430,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.506305915086507],[78.32451579798129,17.515313264661525],[78.31506695868798,17.515313272315506],[78.31506695868798,17.506305887776698],[78.32451579798129,17.506305915086507]]]}"
000000000000000001af,GRID_0431,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.515313264661525],[78.32451579798129,17.524325109831857],[78.31506695868798,17.52432515236576],[78.31506695868798,17.515313272315506],[78.32451579798129,17.515313264661525]]]}"
000000000000000001b0,GRID_0432,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.524325109831857],[78.32451579798129,17.53333247448076],[78.31506695868798,17.53333246317356],[78.31506695868798,17.52432515236576],[78.32451579798129,17.524325109831857]]]}"
000000000000000001b1,GRID_0433,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.53333247448076],[78.32451579798129,17.542344333628826],[78.31506695868798,17.542344357261367],[78.31506695868798,17.53333246317356],[78.32451579798129,17.53333247448076]]]}"
000000000000000001b2,GRID_0434,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.542344333628826],[78.32451579798129,17.55135171052595],[78.31506695868798,17.551351680370942],[78.31506695868798,17.542344357261367],[78.32451579798129,17.542344333628826]]]}"
000000000000000001b3,GRID_0435,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.55135171052595],[78.32451579798129,17.560359136848867],[78.31506695868798,17.560359141807606],[78.31506695868798,17.551351680370942],[78.32451579798129,17.55135171052595]]]}"
000000000000000001b4,GRID_0436,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.560359136848867],[78.32451579798129,17.569370967145375],[78.31506695868798,17.569370918255878],[78.31506695868798,17.560359141807606],[78.32451579798129,17.560359136848867]]]}"
000000000000000001b5,GRID_0437,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.569370967145375],[78.32451579798129,17.578378312596925],[78.31506695868798,17.578378298883212],[78.31506695868798,17.569370918255878],[78.32451579798129,17.569370967145375]]]}"
000000000000000001b6,GRID_0438,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.578378312596925],[78.32451579798129,17.58738570535823],[78.31506695868798,17.587385726850556],[78.31506695868798,17.578378298883212],[78.32451579798129,17.578378312596925]]]}"
000000000000000001b7,GRID_0439,,"{""type"":""Polygon"",""coordinates"":[[[78.32451579798129,17.58738570535823],[78.32451579798129,17.59639758932423],[78.31506695868798,17.596397557049023],[78.31506695868798,17.587385726850556],[78.32451579798129,17.58738570535823]]]}"
000000000000000001b8,GRID_0440,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.200001341055277],[78.33396907398797,17.20900867792664],[78.32451579798129,17.209008707005204],[78.32451579798129,17.200001336132345],[78.33396907398797,17.200001341055277]]]}"
000000000000000001b9,GRID_0441,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.20900867792664],[78.33396907398797,17.218016091069334],[78.32451579798129,17.218016065423804],[78.32451579798129,17.209008707005204],[78.33396907398797,17.20900867792664]]]}"
000000000000000001ba,GRID_0442,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.218016091069334],[78.33396907398797,17.22702792911902],[78.32451579798129,17.22702793742104],[78.32451579798129,17.218016065423804],[78.33396907398797,17.218016091069334]]]}"
000000000000000001bb,GRID_0443,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.22702792911902],[78.33396907398797,17.236035315326887],[78.32451579798129,17.236035268960823],[78.32451579798129,17.22702793742104],[78.33396907398797,17.22702792911902]]]}"
000000000000000001bc,GRID_0444,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.236035315326887],[78.33396907398797,17.245047125349465],[78.32451579798129,17.245047112993692],[78.32451579798129,17.236035268960823],[78.33396907398797,17.236035315326887]]]}"
000000000000000001bd,GRID_0445,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.245047125349465],[78.33396907398797,17.254054570538383],[78.32451579798129,17.254054503568245],[78.32451579798129,17.245047112993692],[78.33396907398797,17.245047125349465]]]}"
000000000000000001be,GRID_0446,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.254054570538383],[78.33396907398797,17.263061910908736],[78.32451579798129,17.263061878125985],[78.32451579798129,17.254054503568245],[78.33396907398797,17.254054570538383]]]}"
000000000000000001bf,GRID_0447,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.263061910908736],[78.33396907398797,17.272073762232406],[78.32451579798129,17.272073763553372],[78.32451579798129,17.263061878125985],[78.33396907398797,17.263061910908736]]]}"
000000000000000001c0,GRID_0448,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.272073762232406],[78.33396907398797,17.281081157314514],[78.32451579798129,17.281081104106764],[78.32451579798129,17.272073763553372],[78.33396907398797,17.272073762232406]]]}"
000000000000000001c1,GRID_0449,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.281081157314514],[78.33396907398797,17.290088534213037],[78.32451579798129,17.290088515286026],[78.32451579798129,17.281081104106764],[78.33396907398797,17.281081157314514]]]}"
000000000000000001c2,GRID_0450,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.290088534213037],[78.33396907398797,17.299100331650376],[78.32451579798129,17.29910034692269],[78.32451579798129,17.290088515286026],[78.33396907398797,17.290088534213037]]]}"
000000000000000001c3,GRID_0451,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.299100331650376],[78.33396907398797,17.308107758999522],[78.32451579798129,17.308107719826456],[78.32451579798129,17.29910034692269],[78.33396907398797,17.299100331650376]]]}"
000000000000000001c4,GRID_0452,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.308107758999522],[78.33396907398797,17.317115166032075],[78.32451579798129,17.317115161232984],[78.32451579798129,17.308107719826456],[78.33396907398797,17.308107758999522]]]}"
000000000000000001c5,GRID_0453,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.317115166032075],[78.33396907398797,17.326126991965374],[78.32451579798129,17.326127021458834],[78.32451579798129,17.317115161232984],[78.33396907398797,17.317115166032075]]]}"
000000000000000001c6,GRID_0454,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.326126991965374],[78.33396907398797,17.335134356390245],[78.32451579798129,17.335134331523903],[78.32451579798129,17.326127021458834],[78.33396907398797,17.326126991965374]]]}"
000000000000000001c7,GRID_0455,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.335134356390245],[78.33396907398797,17.344146227423256],[78.32451579798129,17.34414623690972],[78.32451579798129,17.335134331523903],[78.33396907398797,17.335134356390245]]]}"
000000000000000001c8,GRID_0456,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.344146227423256],[78.33396907398797,17.353153635199856],[78.32451579798129,17.35315359038017],[78.32451579798129,17.34414623690972],[78.33396907398797,17.344146227423256]]]}"
000000000000000001c9,GRID_0457,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.353153635199856],[78.33396907398797,17.362161019102015],[78.32451579798129,17.362161008811928],[78.32451579798129,17.35315359038017],[78.33396907398797,17.353153635199856]]]}"
000000000000000001ca,GRID_0458,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.362161019102015],[78.33396907398797,17.371172819165274],[78.32451579798129,17.371172843323343],[78.32451579798129,17.362161008811928],[78.33396907398797,17.362161019102015]]]}"
000000000000000001cb,GRID_0459,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.371172819165274],[78.33396907398797,17.380180242161916],[78.32451579798129,17.380180212097073],[78.32451579798129,17.371172843323343],[78.33396907398797,17.371172819165274]]]}"
000000000000000001cc,GRID_0460,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.380180242161916],[78.33396907398797,17.389187550331656],[78.32451579798129,17.38918755489169],[78.32451579798129,17.380180212097073],[78.33396907398797,17.380180242161916]]]}"
000000000000000001cd,GRID_0461,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.389187550331656],[78.33396907398797,17.398199450661266],[78.32451579798129,17.39819940093773],[78.32451579798129,17.38918755489169],[78.33396907398797,17.389187550331656]]]}"
000000000000000001ce,GRID_0462,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.398199450661266],[78.33396907398797,17.407206793666514],[78.32451579798129,17.407206778627952],[78.32451579798129,17.39819940093773],[78.33396907398797,17.398199450661266]]]}"
000000000000000001cf,GRID_0463,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.407206793666514],[78.33396907398797,17.41621419736077],[78.32451579798129,17.416214217037698],[78.32451579798129,17.407206778627952],[78.33396907398797,17.407206793666514]]]}"
000000000000000001d0,GRID_0464,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.41621419736077],[78.33396907398797,17.425226013925563],[78.32451579798129,17.42522606823647],[78.32451579798129,17.416214217037698],[78.33396907398797,17.41621419736077]]]}"
000000000000000001d1,GRID_0465,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.425226013925563],[78.33396907398797,17.43423344821075],[78.32451579798129,17.434233448465108],[78.32451579798129,17.42522606823647],[78.33396907398797,17.425226013925563]]]}"
000000000000000001d2,GRID_0466,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.43423344821075],[78.33396907398797,17.44324529426963],[78.32451579798129,17.443245240379508],[78.32451579798129,17.434233448465108],[78.33396907398797,17.43423344821075]]]}"
000000000000000001d3,GRID_0467,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.44324529426963],[78.33396907398797,17.452252667472596],[78.32451579798129,17.45225264842029],[78.32451579798129,17.443245240379508],[78.33396907398797,17.44324529426963]]]}"
000000000000000001d4,GRID_0468,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.452252667472596],[78.33396907398797,17.46126000898679],[78.32451579798129,17.46126002480503],[78.32451579798129,17.45225264842029],[78.33396907398797,17.452252667472596]]]}"
000000000000000001d5,GRID_0469,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.46126000898679],[78.33396907398797,17.47027184946841],[78.32451579798129,17.470271900073374],[78.32451579798129,17.46126002480503],[78.33396907398797,17.46126000898679]]]}"
000000000000000001d6,GRID_0470,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.47027184946841],[78.33396907398797,17.47927930333971],[78.32451579798129,17.479279300024814],[78.32451579798129,17.470271900073374],[78.33396907398797,17.47027184946841]]]}"
000000000000000001d7,GRID_0471,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.47927930333971],[78.33396907398797,17.48828663454372],[78.32451579798129,17.488286666191982],[78.32451579798129,17.479279300024814],[78.33396907398797,17.47927930333971]]]}"
000000000000000001d8,GRID_0472,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.48828663454372],[78.33396907398797,17.497298463072184],[78.32451579798129,17.49729852959979],[78.32451579798129,17.488286666191982],[78.33396907398797,17.48828663454372]]]}"
000000000000000001d9,GRID_0473,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.497298463072184],[78.33396907398797,17.5063059023957],[78.32451579798129,17.506305915086507],[78.32451579798129,17.49729852959979],[78.33396907398797,17.497298463072184]]]}"
000000000000000001da,GRID_0474,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.5063059023957],[78.33396907398797,17.515313305781174],[78.32451579798129,17.515313264661525],[78.32451579798129,17.506305915086507],[78.33396907398797,17.5063059023957]]]}"
000000000000000001db,GRID_0475,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.515313305781174],[78.33396907398797,17.524325115982812],[78.32451579798129,17.524325109831857],[78.32451579798129,17.515313264661525],[78.33396907398797,17.515313305781174]]]}"
000000000000000001dc,GRID_0476,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.524325115982812],[78.33396907398797,17.53333253438862],[78.32451579798129,17.53333247448076],[78.32451579798129,17.524325109831857],[78.33396907398797,17.524325115982812]]]}"
000000000000000001dd,GRID_0477,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.53333253438862],[78.33396907398797,17.542344358508164],[78.32451579798129,17.542344333628826],[78.32451579798129,17.53333247448076],[78.33396907398797,17.53333253438862]]]}"
000000000000000001de,GRID_0478,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.542344358508164],[78.33396907398797,17.55135170022996],[78.32451579798129,17.55135171052595],[78.32451579798129,17.542344333628826],[78.33396907398797,17.542344358508164]]]}"
000000000000000001df,GRID_0479,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.55135170022996],[78.33396907398797,17.560359091347262],[78.32451579798129,17.560359136848867],[78.32451579798129,17.55135171052595],[78.33396907398797,17.55135170022996]]]}"
000000000000000001e0,GRID_0480,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.560359091347262],[78.33396907398797,17.569370975404677],[78.32451579798129,17.569370967145375],[78.32451579798129,17.560359136848867],[78.33396907398797,17.560359091347262]]]}"
000000000000000001e1,GRID_0481,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.569370975404677],[78.33396907398797,17.578378374476618],[78.32451579798129,17.578378312596925],[78.32451579798129,17.569370967145375],[78.33396907398797,17.569370975404677]]]}"
000000000000000001e2,GRID_0482,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.578378374476618],[78.33396907398797,17.587385731943126],[78.32451579798129,17.58738570535823],[78.32451579798129,17.578378312596925],[78.33396907398797,17.578378374476618]]]}"
000000000000000001e3,GRID_0483,,"{""type"":""Polygon"",""coordinates"":[[[78.33396907398797,17.587385731943126],[78.33396907398797,17.59639758069824],[78.32451579798129,17.59639758932423],[78.32451579798129,17.58738570535823],[78.33396907398797,17.587385731943126]]]}"
