system:index,grid_id,mean,.geo
0000000000000000046e,GRID_1134,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.506305847588276],[78.47574619746774,17.51531323413927],[78.46629293133444,17.515313292933527],[78.46629293133444,17.506305868354623],[78.47574619746774,17.506305847588276]]]}"
0000000000000000046f,GRID_1135,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.51531323413927],[78.47574619746774,17.524325117661192],[78.46629293133444,17.524325125499647],[78.46629293133444,17.515313292933527],[78.47574619746774,17.51531323413927]]]}"
00000000000000000470,GRID_1136,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.524325117661192],[78.47574619746774,17.533332518368955],[78.46629293133444,17.533332475390615],[78.46629293133444,17.524325125499647],[78.47574619746774,17.524325117661192]]]}"
00000000000000000471,GRID_1137,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.533332518368955],[78.47574619746774,17.542344326041903],[78.46629293133444,17.542344321067482],[78.46629293133444,17.533332475390615],[78.47574619746774,17.533332518368955]]]}"
00000000000000000472,GRID_1138,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.542344326041903],[78.47574619746774,17.55135173807809],[78.46629293133444,17.551351682340123],[78.46629293133444,17.542344321067482],[78.47574619746774,17.542344326041903]]]}"
00000000000000000473,GRID_1139,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.55135173807809],[78.47574619746774,17.560359110184276],[78.46629293133444,17.560359092622523],[78.46629293133444,17.551351682340123],[78.47574619746774,17.55135173807809]]]}"
00000000000000000474,GRID_1140,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.560359110184276],[78.47574619746774,17.569370976516122],[78.46629293133444,17.569370908131248],[78.46629293133444,17.560359092622523],[78.47574619746774,17.560359110184276]]]}"
00000000000000000475,GRID_1141,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.569370976516122],[78.47574619746773,17.578378355711394],[78.46629293133444,17.578378325562166],[78.46629293133444,17.569370908131248],[78.47574619746774,17.569370976516122]]]}"
00000000000000000476,GRID_1142,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746773,17.578378355711394],[78.47574619746774,17.587385692851658],[78.46629293133444,17.587385700970454],[78.46629293133444,17.578378325562166],[78.47574619746773,17.578378355711394]]]}"
00000000000000000477,GRID_1143,,"{""type"":""Polygon"",""coordinates"":[[[78.47574619746774,17.587385692851658],[78.47574619746774,17.596397522566143],[78.46629293133444,17.596397568870294],[78.46629293133444,17.587385700970454],[78.47574619746774,17.587385692851658]]]}"
00000000000000000478,GRID_1144,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.200001289066805],[78.48519945484043,17.20900867574302],[78.47574619746774,17.209008733415505],[78.47574619746773,17.200001309556185],[78.48519945484043,17.200001289066805]]]}"
00000000000000000479,GRID_1145,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.20900867574302],[78.48519945484043,17.218016049451418],[78.47574619746773,17.218016055547142],[78.47574619746774,17.209008733415505],[78.48519945484043,17.20900867574302]]]}"
0000000000000000047a,GRID_1146,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.218016049451418],[78.48519945484043,17.227027938195903],[78.47574619746774,17.227027892625834],[78.47574619746773,17.218016055547142],[78.48519945484043,17.218016049451418]]]}"
0000000000000000047b,GRID_1147,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.227027938195903],[78.48519945484043,17.236035283998643],[78.47574619746774,17.23603527570364],[78.47574619746774,17.227027892625834],[78.48519945484043,17.227027938195903]]]}"
0000000000000000047c,GRID_1148,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.236035283998643],[78.48519945484043,17.245047143751965],[78.47574619746774,17.245047172649702],[78.47574619746774,17.23603527570364],[78.48519945484043,17.236035283998643]]]}"
0000000000000000047d,GRID_1149,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.245047143751965],[78.48519945484043,17.25405454760179],[78.47574619746774,17.254054525031883],[78.47574619746774,17.245047172649702],[78.48519945484043,17.245047143751965]]]}"
0000000000000000047e,GRID_1150,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.25405454760179],[78.48519945484043,17.263061934921872],[78.47574619746774,17.263061949720004],[78.47574619746774,17.254054525031883],[78.48519945484043,17.25405454760179]]]}"
0000000000000000047f,GRID_1151,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.263061934921872],[78.48519945484043,17.272073745754046],[78.47574619746773,17.272073797840125],[78.47574619746774,17.263061949720004],[78.48519945484043,17.263061934921872]]]}"
00000000000000000480,GRID_1152,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.272073745754046],[78.48519945484043,17.281081186859332],[78.47574619746774,17.28108118756066],[78.47574619746773,17.272073797840125],[78.48519945484043,17.272073745754046]]]}"
00000000000000000481,GRID_1153,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.281081186859332],[78.48519945484043,17.290088520479706],[78.47574619746773,17.2900885586442],[78.47574619746774,17.28108118756066],[78.48519945484043,17.281081186859332]]]}"
00000000000000000482,GRID_1154,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.290088520479706],[78.48519945484043,17.2991003647949],[78.47574619746774,17.2991003515174],[78.47574619746773,17.2900885586442],[78.48519945484043,17.290088520479706]]]}"
00000000000000000483,GRID_1155,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.2991003647949],[78.48519945484043,17.308107747933413],[78.47574619746774,17.30810777217907],[78.47574619746774,17.2991003515174],[78.48519945484043,17.2991003647949]]]}"
00000000000000000484,GRID_1156,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.308107747933413],[78.48519945484043,17.31711511026951],[78.47574619746774,17.31711517207109],[78.47574619746774,17.30810777217907],[78.48519945484043,17.308107747933413]]]}"
00000000000000000485,GRID_1157,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.31711511026951],[78.48519945484043,17.326126981672328],[78.47574619746774,17.326126992114766],[78.47574619746774,17.31711517207109],[78.48519945484043,17.31711511026951]]]}"
00000000000000000486,GRID_1158,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.326126981672328],[78.48519945484043,17.335134389270902],[78.47574619746774,17.335134348493234],[78.47574619746774,17.326126992114766],[78.48519945484043,17.326126981672328]]]}"
00000000000000000487,GRID_1159,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.335134389270902],[78.48519945484043,17.344146216010103],[78.47574619746774,17.344146212764883],[78.47574619746774,17.335134348493234],[78.48519945484043,17.335134389270902]]]}"
00000000000000000488,GRID_1160,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.344146216010103],[78.48519945484043,17.353153577190938],[78.47574619746774,17.353153611623743],[78.47574619746774,17.344146212764883],[78.48519945484043,17.344146216010103]]]}"
00000000000000000489,GRID_1161,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.353153577190938],[78.48519945484043,17.362161002860184],[78.47574619746774,17.36216098615568],[78.47574619746774,17.353153611623743],[78.48519945484043,17.353153577190938]]]}"
0000000000000000048a,GRID_1162,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.362161002860184],[78.48519945484043,17.371172846028248],[78.47574619746773,17.371172866948775],[78.47574619746774,17.36216098615568],[78.48519945484043,17.362161002860184]]]}"
0000000000000000048b,GRID_1163,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.371172846028248],[78.48519945484043,17.380180221016722],[78.47574619746774,17.380180190855533],[78.47574619746773,17.371172866948775],[78.48519945484043,17.371172846028248]]]}"
0000000000000000048c,GRID_1164,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.380180221016722],[78.48519945484043,17.389187569514956],[78.47574619746774,17.389187577153738],[78.47574619746774,17.380180190855533],[78.48519945484043,17.380180221016722]]]}"
0000000000000000048d,GRID_1165,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.389187569514956],[78.48519945484043,17.398199422722445],[78.47574619746773,17.398199468078754],[78.47574619746774,17.389187577153738],[78.48519945484043,17.389187569514956]]]}"
0000000000000000048e,GRID_1166,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.398199422722445],[78.48519945484043,17.40720680513292],[78.47574619746774,17.407206799490236],[78.47574619746773,17.398199468078754],[78.48519945484043,17.398199422722445]]]}"
0000000000000000048f,GRID_1167,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.40720680513292],[78.48519945484043,17.4162141589233],[78.47574619746773,17.416214191172994],[78.47574619746774,17.407206799490236],[78.48519945484043,17.40720680513292]]]}"
00000000000000000490,GRID_1168,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.4162141589233],[78.48519945484043,17.42522601578626],[78.47574619746774,17.425226085845868],[78.47574619746773,17.416214191172994],[78.48519945484043,17.4162141589233]]]}"
00000000000000000491,GRID_1169,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.42522601578626],[78.48519945484043,17.434233399238583],[78.47574619746774,17.434233418381872],[78.47574619746774,17.425226085845868],[78.48519945484043,17.42522601578626]]]}"
00000000000000000492,GRID_1170,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.434233399238583],[78.48519945484043,17.443245284673107],[78.47574619746774,17.443245252811202],[78.47574619746774,17.434233418381872],[78.48519945484043,17.434233399238583]]]}"
00000000000000000493,GRID_1171,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.443245284673107],[78.48519945484043,17.452252694958695],[78.47574619746774,17.452252701108574],[78.47574619746774,17.443245252811202],[78.48519945484043,17.443245284673107]]]}"
00000000000000000494,GRID_1172,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.452252694958695],[78.48519945484043,17.461260073078126],[78.47574619746774,17.461260028391134],[78.47574619746774,17.452252701108574],[78.48519945484043,17.452252694958695]]]}"
00000000000000000495,GRID_1173,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.461260073078126],[78.48519945484043,17.47027186265252],[78.47574619746774,17.470271855926455],[78.47574619746774,17.461260028391134],[78.48519945484043,17.461260073078126]]]}"
00000000000000000496,GRID_1174,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.47027186265252],[78.48519945484043,17.479279263354165],[78.47574619746774,17.479279294732063],[78.47574619746774,17.470271855926455],[78.48519945484043,17.47027186265252]]]}"
00000000000000000497,GRID_1175,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.479279263354165],[78.48519945484043,17.488286629761816],[78.47574619746774,17.48828661038546],[78.47574619746774,17.479279294732063],[78.48519945484043,17.479279263354165]]]}"
00000000000000000498,GRID_1176,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.488286629761816],[78.48519945484043,17.49729849486819],[78.47574619746774,17.497298513542628],[78.47574619746774,17.48828661038546],[78.48519945484043,17.488286629761816]]]}"
00000000000000000499,GRID_1177,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.49729849486819],[78.48519945484043,17.50630587961485],[78.47574619746774,17.506305847588276],[78.47574619746774,17.497298513542628],[78.48519945484043,17.49729849486819]]]}"
0000000000000000049a,GRID_1178,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.50630587961485],[78.48519945484043,17.51531322794049],[78.47574619746774,17.51531323413927],[78.47574619746774,17.506305847588276],[78.48519945484043,17.50630587961485]]]}"
0000000000000000049b,GRID_1179,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.51531322794049],[78.48519945484043,17.524325073319588],[78.47574619746774,17.524325117661192],[78.47574619746774,17.51531323413927],[78.48519945484043,17.51531322794049]]]}"
0000000000000000049c,GRID_1180,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.524325073319588],[78.48519945484043,17.53333252464807],[78.47574619746774,17.533332518368955],[78.47574619746774,17.524325117661192],[78.48519945484043,17.524325073319588]]]}"
0000000000000000049d,GRID_1181,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.53333252464807],[78.48519945484043,17.542344294116443],[78.47574619746774,17.542344326041903],[78.47574619746774,17.533332518368955],[78.48519945484043,17.53333252464807]]]}"
0000000000000000049e,GRID_1182,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.542344294116443],[78.48519945484043,17.551351756720138],[78.47574619746774,17.55135173807809],[78.47574619746774,17.542344326041903],[78.48519945484043,17.542344294116443]]]}"
0000000000000000049f,GRID_1183,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.551351756720138],[78.48519945484043,17.560359090449573],[78.47574619746774,17.560359110184276],[78.47574619746774,17.55135173807809],[78.48519945484043,17.551351756720138]]]}"
000000000000000004a0,GRID_1184,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.560359090449573],[78.48519945484043,17.569370918487248],[78.47574619746774,17.569370976516122],[78.47574619746774,17.560359110184276],[78.48519945484043,17.560359090449573]]]}"
000000000000000004a1,GRID_1185,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.569370918487248],[78.48519945484043,17.57837834816755],[78.47574619746773,17.578378355711394],[78.47574619746774,17.569370976516122],[78.48519945484043,17.569370918487248]]]}"
000000000000000004a2,GRID_1186,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.57837834816755],[78.48519945484043,17.58738573576668],[78.47574619746774,17.587385692851658],[78.47574619746773,17.578378355711394],[78.48519945484043,17.57837834816755]]]}"
000000000000000004a3,GRID_1187,,"{""type"":""Polygon"",""coordinates"":[[[78.48519945484043,17.58738573576668],[78.48519945484043,17.596397527098322],[78.47574619746774,17.596397522566143],[78.47574619746774,17.587385692851658],[78.48519945484043,17.58738573576668]]]}"
000000000000000004a4,GRID_1188,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.20000134015513],[78.49464828063648,17.209008689343968],[78.48519945484043,17.20900867574302],[78.48519945484043,17.200001289066805],[78.49464828063648,17.20000134015513]]]}"
000000000000000004a5,GRID_1189,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.209008689343968],[78.49464828063648,17.218016114329373],[78.48519945484043,17.218016049451418],[78.48519945484043,17.20900867574302],[78.49464828063648,17.209008689343968]]]}"
000000000000000004a6,GRID_1190,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.218016114329373],[78.49464828063648,17.22702787683848],[78.48519945484043,17.227027938195903],[78.48519945484043,17.218016049451418],[78.49464828063648,17.218016114329373]]]}"
000000000000000004a7,GRID_1191,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.22702787683848],[78.49464828063648,17.23603527385921],[78.48519945484043,17.236035283998643],[78.48519945484043,17.227027938195903],[78.49464828063648,17.22702787683848]]]}"
000000000000000004a8,GRID_1192,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.23603527385921],[78.49464828063648,17.245047184919404],[78.48519945484043,17.245047143751965],[78.48519945484043,17.236035283998643],[78.49464828063648,17.23603527385921]]]}"
000000000000000004a9,GRID_1193,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.245047184919404],[78.49464828063648,17.254054551126476],[78.48519945484043,17.25405454760179],[78.48519945484043,17.245047143751965],[78.49464828063648,17.245047184919404]]]}"
000000000000000004aa,GRID_1194,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.254054551126476],[78.49464828063648,17.263061900770982],[78.48519945484043,17.263061934921872],[78.48519945484043,17.25405454760179],[78.49464828063648,17.254054551126476]]]}"
000000000000000004ab,GRID_1195,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.263061900770982],[78.49464828063648,17.27207376282489],[78.48519945484043,17.272073745754046],[78.48519945484043,17.263061934921872],[78.49464828063648,17.263061900770982]]]}"
000000000000000004ac,GRID_1196,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.27207376282489],[78.49464828063648,17.28108116619455],[78.48519945484043,17.281081186859332],[78.48519945484043,17.272073745754046],[78.49464828063648,17.27207376282489]]]}"
000000000000000004ad,GRID_1197,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.28108116619455],[78.49464828063648,17.29008855086827],[78.48519945484043,17.290088520479706],[78.48519945484043,17.281081186859332],[78.49464828063648,17.28108116619455]]]}"
000000000000000004ae,GRID_1198,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.29008855086827],[78.49464828063648,17.299100357498354],[78.48519945484043,17.2991003647949],[78.48519945484043,17.290088520479706],[78.49464828063648,17.29008855086827]]]}"
000000000000000004af,GRID_1199,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.299100357498354],[78.49464828063648,17.30810779163685],[78.48519945484043,17.308107747933413],[78.48519945484043,17.2991003647949],[78.49464828063648,17.299100357498354]]]}"
000000000000000004b0,GRID_1200,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.30810779163685],[78.49464828063648,17.317115116112873],[78.48519945484043,17.31711511026951],[78.48519945484043,17.308107747933413],[78.49464828063648,17.30810779163685]]]}"
000000000000000004b1,GRID_1201,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.317115116112873],[78.49464828063648,17.32612694973788],[78.48519945484043,17.326126981672328],[78.48519945484043,17.31711511026951],[78.49464828063648,17.317115116112873]]]}"
000000000000000004b2,GRID_1202,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.32612694973788],[78.49464828063648,17.33513440825365],[78.48519945484043,17.335134389270902],[78.48519945484043,17.326126981672328],[78.49464828063648,17.32612694973788]]]}"
000000000000000004b3,GRID_1203,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.33513440825365],[78.49464828063648,17.34414619715287],[78.48519945484043,17.344146216010103],[78.48519945484043,17.335134389270902],[78.49464828063648,17.33513440825365]]]}"
000000000000000004b4,GRID_1204,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.34414619715287],[78.49464828063648,17.353153609195335],[78.48519945484043,17.353153577190938],[78.48519945484043,17.344146216010103],[78.49464828063648,17.34414619715287]]]}"
000000000000000004b5,GRID_1205,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.353153609195335],[78.49464828063648,17.362160996852026],[78.48519945484043,17.362161002860184],[78.48519945484043,17.353153577190938],[78.49464828063648,17.353153609195335]]]}"
000000000000000004b6,GRID_1206,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.362160996852026],[78.49464828063648,17.37117280208756],[78.48519945484043,17.371172846028248],[78.48519945484043,17.362161002860184],[78.49464828063648,17.362160996852026]]]}"
000000000000000004b7,GRID_1207,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.37117280208756],[78.49464828063648,17.380180227854943],[78.48519945484043,17.380180221016722],[78.48519945484043,17.371172846028248],[78.49464828063648,17.37117280208756]]]}"
000000000000000004b8,GRID_1208,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.380180227854943],[78.49464828063648,17.389187627105937],[78.48519945484043,17.389187569514956],[78.48519945484043,17.380180221016722],[78.49464828063648,17.380180227854943]]]}"
000000000000000004b9,GRID_1209,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.389187627105937],[78.49464828063648,17.398199442291705],[78.48519945484043,17.398199422722445],[78.48519945484043,17.389187569514956],[78.49464828063648,17.389187627105937]]]}"
000000000000000004ba,GRID_1210,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.398199442291705],[78.49464828063648,17.40720678653515],[78.48519945484043,17.40720680513292],[78.48519945484043,17.398199422722445],[78.49464828063648,17.398199442291705]]]}"
000000000000000004bb,GRID_1211,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.40720678653515],[78.49464828063648,17.41621419099562],[78.48519945484043,17.4162141589233],[78.48519945484043,17.40720680513292],[78.49464828063648,17.40720678653515]]]}"
000000000000000004bc,GRID_1212,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.41621419099562],[78.49464828063648,17.425226009744506],[78.48519945484043,17.42522601578626],[78.48519945484043,17.4162141589233],[78.49464828063648,17.41621419099562]]]}"
000000000000000004bd,GRID_1213,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.425226009744506],[78.49464828063648,17.434233443813646],[78.48519945484043,17.434233399238583],[78.48519945484043,17.42522601578626],[78.49464828063648,17.425226009744506]]]}"
000000000000000004be,GRID_1214,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.434233443813646],[78.49464828063648,17.443245291074405],[78.48519945484043,17.443245284673107],[78.48519945484043,17.434233399238583],[78.49464828063648,17.434233443813646]]]}"
000000000000000004bf,GRID_1215,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.443245291074405],[78.49464828063648,17.452252663041016],[78.48519945484043,17.452252694958695],[78.48519945484043,17.443245284673107],[78.49464828063648,17.443245291074405]]]}"
000000000000000004c0,GRID_1216,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.452252663041016],[78.49464828063648,17.461260002808945],[78.48519945484043,17.461260073078126],[78.48519945484043,17.452252694958695],[78.49464828063648,17.452252663041016]]]}"
000000000000000004c1,GRID_1217,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.461260002808945],[78.49464828063648,17.47027184300086],[78.48519945484043,17.47027186265252],[78.48519945484043,17.461260073078126],[78.49464828063648,17.461260002808945]]]}"
000000000000000004c2,GRID_1218,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.47027184300086],[78.49464828063648,17.479279294183478],[78.48519945484043,17.479279263354165],[78.48519945484043,17.47027186265252],[78.49464828063648,17.47027184300086]]]}"
000000000000000004c3,GRID_1219,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.479279294183478],[78.49464828063648,17.488286622150724],[78.48519945484043,17.488286629761816],[78.48519945484043,17.479279263354165],[78.49464828063648,17.479279294183478]]]}"
000000000000000004c4,GRID_1220,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.488286622150724],[78.49464828063648,17.49729853779747],[78.48519945484043,17.49729849486819],[78.48519945484043,17.488286629761816],[78.49464828063648,17.488286622150724]]]}"
000000000000000004c5,GRID_1221,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.49729853779747],[78.49464828063648,17.50630588404417],[78.48519945484043,17.50630587961485],[78.48519945484043,17.49729849486819],[78.49464828063648,17.49729853779747]]]}"
000000000000000004c6,GRID_1222,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.50630588404417],[78.49464828063648,17.51531328274211],[78.48519945484043,17.51531322794049],[78.48519945484043,17.50630587961485],[78.49464828063648,17.50630588404417]]]}"
000000000000000004c7,GRID_1223,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.51531328274211],[78.49464828063648,17.524325089674356],[78.48519945484043,17.524325073319588],[78.48519945484043,17.51531322794049],[78.49464828063648,17.51531328274211]]]}"
000000000000000004c8,GRID_1224,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.524325089674356],[78.49464828063648,17.533332502413206],[78.48519945484043,17.53333252464807],[78.48519945484043,17.524325073319588],[78.49464828063648,17.524325089674356]]]}"
000000000000000004c9,GRID_1225,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.533332502413206],[78.49464828063648,17.542344322283967],[78.48519945484043,17.542344294116443],[78.48519945484043,17.53333252464807],[78.49464828063648,17.533332502413206]]]}"
000000000000000004ca,GRID_1226,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.542344322283967],[78.49464828063648,17.551351746238588],[78.48519945484043,17.551351756720138],[78.48519945484043,17.542344294116443],[78.49464828063648,17.542344322283967]]]}"
000000000000000004cb,GRID_1227,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.551351746238588],[78.49464828063648,17.560359130204656],[78.48519945484043,17.560359090449573],[78.48519945484043,17.551351756720138],[78.49464828063648,17.551351746238588]]]}"
000000000000000004cc,GRID_1228,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.560359130204656],[78.49464828063648,17.569370919644175],[78.48519945484043,17.569370918487248],[78.48519945484043,17.560359090449573],[78.49464828063648,17.560359130204656]]]}"
000000000000000004cd,GRID_1229,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.569370919644175],[78.49464828063648,17.578378310583645],[78.48519945484043,17.57837834816755],[78.48519945484043,17.569370918487248],[78.49464828063648,17.569370919644175]]]}"
000000000000000004ce,GRID_1230,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.578378310583645],[78.49464828063648,17.587385748339237],[78.48519945484043,17.58738573576668],[78.48519945484043,17.57837834816755],[78.49464828063648,17.578378310583645]]]}"
000000000000000004cf,GRID_1231,,"{""type"":""Polygon"",""coordinates"":[[[78.49464828063648,17.587385748339237],[78.49464828063648,17.596397589913742],[78.48519945484043,17.596397527098322],[78.48519945484043,17.58738573576668],[78.49464828063648,17.587385748339237]]]}"
000000000000000004d0,GRID_1232,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460248,17.200001355029467],[78.50410160460247,17.209008666638873],[78.49464828063648,17.209008689343968],[78.49464828063648,17.20000134015513],[78.50410160460248,17.200001355029467]]]}"
000000000000000004d1,GRID_1233,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460247,17.209008666638873],[78.50410160460247,17.21801605401422],[78.49464828063648,17.218016114329373],[78.49464828063648,17.209008689343968],[78.50410160460247,17.209008666638873]]]}"
000000000000000004d2,GRID_1234,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460247,17.21801605401422],[78.50410160460247,17.227027956596697],[78.49464828063648,17.22702787683848],[78.49464828063648,17.218016114329373],[78.50410160460247,17.21801605401422]]]}"
000000000000000004d3,GRID_1235,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460247,17.227027956596697],[78.50410160460248,17.23603531594835],[78.49464828063648,17.23603527385921],[78.49464828063648,17.22702787683848],[78.50410160460247,17.227027956596697]]]}"
000000000000000004d4,GRID_1236,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460248,17.23603531594835],[78.50410160460248,17.24504718942162],[78.49464828063648,17.245047184919404],[78.49464828063648,17.23603527385921],[78.50410160460248,17.23603531594835]]]}"
000000000000000004d5,GRID_1237,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460248,17.24504718942162],[78.50410160460248,17.254054517893923],[78.49464828063648,17.254054551126476],[78.49464828063648,17.245047184919404],[78.50410160460248,17.24504718942162]]]}"
000000000000000004d6,GRID_1238,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460248,17.254054517893923],[78.50410160460247,17.263061918587127],[78.49464828063648,17.263061900770982],[78.49464828063648,17.254054551126476],[78.50410160460248,17.254054517893923]]]}"
000000000000000004d7,GRID_1239,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460247,17.263061918587127],[78.50410160460247,17.27207374295895],[78.49464828063648,17.27207376282489],[78.49464828063648,17.263061900770982],[78.50410160460247,17.263061918587127]]]}"
000000000000000004d8,GRID_1240,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460247,17.27207374295895],[78.50410160460248,17.281081108501],[78.49464828063648,17.28108116619455],[78.49464828063648,17.27207376282489],[78.50410160460247,17.27207374295895]]]}"
000000000000000004d9,GRID_1241,,"{""type"":""Polygon"",""coordinates"":[[[78.50410160460248,17.281081108501],[78.50410160460247,17.29008854414059],[78.49464828063648,17.29008855086827],[78.49464828063648,17.28108116619455],[78.50410160460248,17.281081108501]]]}"
